vessel_id,vessel_type,month,speed_knots,course_change_deg,distance_to_route_nm,draught_m,wind_speed_knots,visibility_nm,traffic_density,signal_gap_minutes,anomaly
V04923,cargo,3,13.22,4.84,7.56,8.32,3.09,10.31,0.4787,10.87,0
V04924,container,11,11.34,11.78,5.01,8.52,32.6,4.24,0.6312,6.36,0
V04925,cargo,11,12.02,8.49,2.75,10.14,6.16,6.65,0.8804,5.65,0
V04926,passenger,5,20.56,3.31,4.53,9.66,8.43,7.35,0.7871,2.7,1
V04927,passenger,9,7.9,6.37,12.49,4.91,0.88,8.43,0.1215,3.25,0
V04928,container,10,11.09,1.76,1.81,8.74,7.52,15.0,0.221,0.76,0
V04929,container,9,13.45,2.31,8.67,5.41,6.14,6.0,0.0751,1.28,0
V04930,container,7,11.22,5.45,2.53,4.49,1.13,7.68,0.5097,5.89,0
V04931,container,3,13.11,10.38,5.93,6.29,4.4,11.85,0.4302,0.94,0
V04932,passenger,11,10.46,0.41,7.85,9.34,8.37,9.52,0.456,0.7,0
V04933,cargo,9,12.42,7.01,5.8,8.31,8.21,5.57,0.6094,3.69,0
V04934,tanker,6,4.34,0.45,4.97,4.48,2.89,9.82,0.6285,3.1,0
V04935,passenger,12,15.74,8.77,12.0,13.42,9.29,7.27,0.9254,1.82,0
V04936,cargo,10,14.45,10.71,24.21,7.98,30.64,10.41,0.6185,0.91,0
V04937,container,7,10.21,17.53,6.55,8.16,13.28,9.29,0.3519,0.73,0
V04938,container,1,12.42,2.12,7.29,7.47,4.97,13.04,0.4156,15.71,0
V04939,passenger,12,17.96,10.48,10.5,8.0,2.4,11.6,0.5133,5.07,0
V04940,cargo,1,13.32,9.15,32.05,8.29,11.83,6.77,0.4249,1.87,0
V04941,passenger,9,11.18,1.93,4.82,6.32,8.68,10.41,0.426,0.13,0
V04942,container,8,16.07,6.45,51.4,8.04,8.48,11.31,0.4151,4.31,0
V04943,container,5,12.22,0.6,3.99,9.8,2.72,5.05,0.6684,6.13,0
V04944,tanker,8,2.52,0.96,6.53,2.28,6.63,10.11,0.6985,1.56,0
V04945,cargo,1,17.95,6.11,12.25,9.35,5.69,3.55,0.5509,2.64,0
V04946,cargo,12,6.7,4.18,12.52,5.82,5.27,8.08,0.763,10.27,0
V04947,cargo,8,8.66,6.32,19.09,7.58,5.45,7.07,0.1672,4.81,0
V04948,passenger,11,5.26,10.39,10.38,7.89,5.29,3.69,0.2762,5.83,0
V04949,tanker,1,9.55,0.2,5.22,5.65,2.78,12.31,0.6186,3.98,0
V04950,cargo,1,11.35,0.9,12.15,7.76,7.3,9.54,0.3205,0.77,0
V04951,passenger,12,11.86,7.19,24.37,5.66,6.8,8.47,0.7089,4.32,0
V04952,cargo,9,9.58,6.37,13.44,10.6,15.25,15.0,0.6929,11.57,0
V04953,container,3,11.12,1.24,8.5,6.01,9.49,11.92,0.4932,2.9,0
V04954,container,8,14.37,2.23,10.77,9.48,1.57,7.06,0.4772,10.26,0
V04955,passenger,10,13.61,10.74,17.26,7.14,4.34,8.13,0.5199,12.76,0
V04956,cargo,3,14.49,4.45,9.49,7.66,6.94,5.51,0.1999,5.05,0
V04957,container,11,4.46,2.4,3.54,7.71,11.36,11.21,0.6669,13.91,0
V04958,passenger,3,8.34,1.13,26.93,8.17,1.27,9.32,0.5567,4.55,0
V04959,cargo,1,10.17,10.79,19.05,5.87,22.21,3.86,0.5955,0.4,1
V04960,container,7,8.56,5.62,6.46,6.46,12.67,8.81,0.6417,1.14,0
V04961,cargo,4,14.24,0.31,5.76,6.35,19.33,8.96,0.1852,5.4,0
V04962,passenger,10,14.87,0.47,27.49,7.88,1.95,11.32,0.358,0.8,0
V04963,container,12,14.91,4.19,9.73,4.49,15.15,8.86,0.6447,6.5,0
V04964,passenger,12,6.41,6.18,28.38,7.83,4.24,6.85,0.6836,1.14,0
V04965,cargo,5,5.52,1.45,17.54,6.43,10.66,14.77,0.757,1.45,0
V04966,container,4,6.79,10.19,11.24,4.09,3.81,9.66,0.7499,3.44,0
V04967,tanker,5,13.22,2.88,10.94,9.39,5.42,10.28,0.2456,2.27,0
V04968,cargo,11,7.96,12.82,1.48,5.28,1.56,12.05,0.4977,8.28,0
V04969,cargo,11,11.42,4.58,32.25,10.3,7.34,6.8,0.891,0.8,0
V04970,passenger,11,12.12,4.62,8.24,7.98,5.88,14.03,0.2742,1.06,0
V04971,tanker,3,11.76,4.58,51.72,6.08,4.24,9.83,0.8918,11.09,0
V04972,cargo,11,6.45,6.1,6.21,11.77,7.83,8.98,0.1914,2.24,0
V04973,passenger,8,6.52,5.39,4.33,6.86,3.12,9.62,0.5167,1.53,0
V04974,tanker,12,5.01,12.62,5.97,6.43,6.32,5.12,0.7293,6.35,0
V04975,container,5,15.31,1.53,5.19,9.4,4.74,8.56,0.5327,9.05,0
V04976,container,8,7.79,3.62,19.02,12.5,3.27,12.85,0.7949,0.62,0
V04977,container,5,9.29,11.3,9.39,4.51,7.0,8.73,0.5336,16.24,0
V04978,cargo,3,9.54,7.96,17.48,11.96,4.63,8.57,0.9598,13.34,1
V04979,tanker,3,15.6,3.79,2.41,6.05,13.74,7.94,0.5143,0.18,0
V04980,cargo,6,12.51,2.55,20.98,5.52,3.84,9.85,0.6058,1.32,0
V04981,container,11,11.82,5.12,26.97,8.05,4.51,10.28,0.741,0.12,0
V04982,cargo,6,11.52,4.49,12.04,10.8,3.46,4.5,0.894,1.1,0
V04983,cargo,2,7.48,0.04,34.66,3.42,7.22,8.45,0.8803,2.03,0
V04984,container,1,11.23,6.9,5.48,9.02,10.95,11.25,0.8335,13.5,0
V04985,passenger,1,15.63,0.75,15.66,7.53,1.47,12.65,0.496,1.15,0
V04986,passenger,12,16.74,2.71,31.06,5.93,8.34,6.45,0.1593,9.97,0
V04987,tanker,4,13.08,0.09,20.81,9.33,22.24,4.92,0.5611,0.69,0
V04988,container,5,6.41,1.28,26.11,5.93,12.11,8.31,0.5844,1.46,0
V04989,container,4,11.33,3.16,8.19,5.91,16.73,7.45,0.8375,1.53,0
V04990,cargo,10,6.51,3.98,7.52,10.78,2.25,1.7,0.2929,8.89,0
V04991,cargo,9,9.89,11.76,29.85,9.07,16.23,12.64,0.2522,7.93,0
V04992,cargo,7,8.67,4.61,17.61,7.92,3.2,5.33,0.4473,1.11,0
V04993,container,5,14.17,6.25,21.33,6.65,14.69,7.9,0.5916,3.75,0
V04994,cargo,12,7.26,12.72,11.34,4.64,5.6,9.64,0.6205,2.89,0
V04995,tanker,3,7.51,2.25,15.05,6.24,12.09,11.52,0.758,4.92,0
V04996,container,8,12.35,8.55,4.44,6.28,5.0,13.68,0.4174,1.32,0
V04997,tanker,11,15.93,8.22,10.58,9.22,24.82,5.91,0.9847,2.68,0
V04998,tanker,2,15.64,9.03,12.63,12.56,25.6,13.29,0.6012,1.76,0
V04999,container,12,10.65,6.48,17.01,8.88,3.23,7.19,0.5389,5.7,0
V05000,tanker,8,13.63,9.17,3.92,7.11,2.17,7.19,0.7423,7.04,0
V05001,cargo,7,16.73,1.01,9.5,6.8,3.09,10.86,0.5141,5.64,0
V05002,cargo,6,6.93,2.62,10.22,6.51,19.93,6.72,0.2393,5.09,0
V05003,tanker,12,15.28,0.86,3.77,7.0,10.11,10.97,0.509,1.85,0
V05004,container,3,6.76,1.99,15.06,6.75,7.44,8.41,0.5821,2.56,0
V05005,cargo,2,13.28,3.46,39.37,10.3,11.13,8.59,0.6913,1.92,0
V05006,container,1,15.3,4.87,13.03,8.28,18.45,8.84,0.8082,0.23,0
V05007,container,11,4.78,2.09,4.75,9.19,7.87,7.87,0.1365,1.02,0
V05008,cargo,10,14.52,5.25,6.2,6.48,12.08,9.23,0.4236,11.61,0
V05009,cargo,2,12.61,4.99,7.37,6.73,7.54,6.48,0.1293,4.48,0
V05010,passenger,12,13.55,2.79,13.91,5.6,3.31,10.15,0.9052,2.48,0
V05011,container,5,12.22,8.59,10.78,5.77,1.41,4.91,0.727,4.71,0
V05012,cargo,6,12.92,4.55,3.89,5.78,11.8,15.0,0.5344,0.1,0
V05013,passenger,12,11.16,9.03,20.16,7.38,7.86,7.69,0.6871,8.4,0
V05014,passenger,9,10.61,11.26,22.63,9.5,9.34,4.25,0.5253,3.33,0
V05015,cargo,10,9.34,15.72,19.55,5.63,4.09,10.84,0.5362,0.78,0
V05016,cargo,4,15.02,7.39,24.9,9.1,14.32,12.79,0.6584,1.7,0
V05017,cargo,9,11.29,1.69,10.4,10.61,10.27,13.73,0.6232,8.98,0
V05018,cargo,10,16.57,10.61,13.37,7.24,7.01,9.1,0.3499,2.53,0
V05019,container,7,14.6,3.36,11.05,5.0,16.7,7.2,0.4036,4.42,0
V05020,tanker,9,8.54,0.07,3.38,8.49,8.96,12.03,0.5015,0.38,0
V05021,cargo,5,10.43,0.83,15.7,2.56,12.16,6.82,0.3494,5.29,0
V05022,tanker,4,7.05,5.29,8.45,9.73,7.44,7.37,0.7118,1.86,0
V05023,tanker,6,12.62,1.49,9.15,9.44,9.87,5.47,0.9178,2.19,0
V05024,cargo,8,8.1,7.87,11.51,6.11,3.19,7.67,0.721,9.97,0
V05025,cargo,9,15.67,2.12,12.84,4.95,2.4,9.21,0.6104,1.81,0
V05026,container,6,15.34,3.28,5.24,8.48,7.4,7.42,0.7806,0.92,0
V05027,passenger,3,16.97,2.67,5.92,6.37,20.41,8.35,0.7031,0.55,0
V05028,cargo,11,6.55,1.98,4.35,8.53,11.45,9.51,0.8084,0.9,0
V05029,cargo,1,16.1,6.04,23.62,7.23,9.43,12.37,0.5706,14.51,0
V05030,cargo,5,9.47,4.96,12.23,9.94,5.12,8.1,0.3456,6.9,0
V05031,container,7,15.47,3.97,16.19,6.27,9.97,8.16,0.0612,0.88,0
V05032,cargo,1,13.52,10.66,3.54,6.19,7.38,8.51,0.609,8.12,0
V05033,tanker,11,16.0,15.3,9.05,6.69,9.14,6.69,0.3258,1.52,1
V05034,cargo,5,11.92,5.76,25.98,7.13,2.23,12.58,0.5805,1.03,0
V05035,tanker,6,10.87,0.46,3.28,7.78,11.78,11.65,0.4929,5.45,0
V05036,container,9,7.93,3.73,12.41,7.29,0.6,9.87,0.4368,0.05,0
V05037,container,2,8.31,2.5,27.22,10.11,10.17,6.53,0.7249,1.38,0
V05038,tanker,12,15.41,3.75,19.24,5.06,3.81,4.19,0.3931,4.7,0
V05039,cargo,6,14.22,7.51,6.9,6.36,2.99,7.54,0.5826,0.73,0
V05040,cargo,2,6.72,4.96,9.25,6.62,2.3,7.21,0.2722,0.29,0
V05041,tanker,12,16.82,2.95,5.8,10.83,7.56,5.04,0.5938,0.85,0
V05042,container,11,13.7,8.63,22.96,9.3,19.59,12.14,0.2979,3.19,0
V05043,passenger,7,11.29,11.68,5.82,8.87,8.19,7.81,0.6011,4.13,0
V05044,container,8,5.28,18.43,4.13,7.97,5.05,7.18,0.1422,7.59,0
V05045,cargo,12,8.53,11.24,2.59,7.0,10.57,6.37,0.257,7.48,0
V05046,tanker,8,13.66,6.09,2.32,5.17,13.7,6.94,0.2748,2.66,0
V05047,container,8,16.0,10.78,16.94,8.72,15.05,7.05,0.2935,7.51,0
V05048,passenger,10,11.36,0.6,10.43,4.89,8.78,5.11,0.8339,0.22,0
V05049,container,7,14.0,4.09,9.12,9.05,20.13,6.7,0.6323,0.14,0
V05050,cargo,1,14.5,0.03,7.37,8.82,11.34,8.38,0.6311,6.36,0
V05051,cargo,6,14.45,5.19,3.91,8.48,4.32,4.94,0.8248,0.11,0
V05052,cargo,12,7.79,1.94,7.97,8.22,6.36,3.59,0.6738,2.15,0
V05053,cargo,11,7.61,7.61,4.7,5.6,13.92,10.63,0.7542,2.53,0
V05054,cargo,2,12.43,10.91,29.98,8.07,26.69,8.89,0.1917,0.79,0
V05055,passenger,5,13.93,4.1,5.25,7.96,9.46,11.06,0.5263,0.26,0
V05056,cargo,1,9.34,12.48,16.55,7.32,7.59,6.44,0.1383,11.88,0
V05057,cargo,3,11.3,18.27,18.35,7.54,5.93,9.17,0.8878,1.73,1
V05058,passenger,2,1.03,0.74,19.8,5.93,4.82,11.02,0.3551,0.58,0
V05059,cargo,9,4.53,13.22,9.08,8.1,10.58,6.83,0.8017,0.95,0
V05060,cargo,2,11.95,7.4,25.41,5.54,2.18,6.93,0.5684,3.43,0
V05061,container,3,14.91,5.51,12.1,6.13,10.19,10.02,0.119,1.33,0
V05062,cargo,12,17.71,10.83,12.5,5.14,14.95,6.17,0.7403,8.27,0
V05063,container,1,10.04,10.58,1.76,7.28,10.44,7.94,0.4618,0.47,0
V05064,container,7,11.56,6.36,5.34,9.51,6.2,9.66,0.9172,1.9,0
V05065,cargo,11,8.49,3.69,13.5,8.19,0.95,8.13,0.3649,8.81,0
V05066,cargo,5,14.4,7.36,1.0,5.94,2.18,12.42,0.9211,1.53,0
V05067,container,6,12.79,2.15,8.76,9.78,2.34,3.3,0.104,2.78,0
V05068,container,11,8.87,0.76,4.06,6.21,9.69,11.37,0.2988,1.05,0
V05069,cargo,7,10.91,0.41,17.12,7.15,5.78,3.86,0.5705,7.87,0
V05070,cargo,4,12.77,3.78,19.99,6.33,5.48,3.56,0.4178,9.81,0
V05071,tanker,10,10.13,3.82,4.51,6.31,14.68,12.49,0.4621,1.96,0
V05072,tanker,10,9.11,10.84,28.62,10.72,3.49,8.51,0.283,16.34,0
V05073,container,8,15.58,3.27,16.85,5.28,4.23,15.0,0.6998,9.35,0
V05074,container,3,8.25,2.8,1.62,7.29,16.35,2.68,0.5036,1.99,0
V05075,tanker,8,15.01,7.47,20.39,9.7,3.15,6.22,0.3525,4.86,0
V05076,container,8,15.23,10.55,15.6,5.75,4.11,6.55,0.1275,0.96,0
V05077,container,8,9.47,2.11,8.21,6.52,15.51,10.99,0.1953,1.55,0
V05078,container,7,13.5,4.79,16.46,5.68,2.35,7.26,0.2987,1.85,1
V05079,container,2,14.41,15.45,10.16,7.51,10.3,11.86,0.7476,2.35,0
V05080,cargo,2,8.8,2.75,11.65,6.44,6.79,8.81,0.5282,3.09,0
V05081,passenger,10,8.66,2.76,7.45,6.84,7.21,10.22,0.7025,1.77,0
V05082,cargo,5,5.96,2.11,8.25,7.85,6.33,8.67,0.3924,3.19,0
V05083,cargo,4,11.61,7.59,3.69,6.72,6.55,4.58,0.8635,4.38,0
V05084,container,10,12.41,6.69,8.92,6.35,16.52,9.72,0.768,2.95,0
V05085,container,2,14.06,15.27,7.23,9.3,17.3,8.77,0.6415,0.41,1
V05086,passenger,12,7.32,3.34,1.21,7.09,7.33,11.93,0.6772,5.55,0
V05087,tanker,7,8.21,8.13,8.45,7.74,3.09,0.94,0.4123,3.94,0
V05088,cargo,11,7.84,2.73,5.19,7.74,3.01,9.69,0.5389,3.31,0
V05089,container,3,13.03,3.68,3.56,6.69,6.35,14.19,0.5157,0.64,0
V05090,cargo,5,14.61,15.93,4.64,8.32,30.3,8.88,0.85,3.26,0
V05091,container,2,11.52,0.07,3.28,7.21,5.29,11.16,0.7987,0.7,0
V05092,tanker,10,10.61,13.37,29.32,8.17,12.89,7.76,0.6072,22.86,0
V05093,cargo,3,11.33,1.91,3.95,6.96,4.87,11.1,0.4054,0.38,0
V05094,container,12,9.63,1.78,24.89,7.12,16.55,3.74,0.3208,1.95,0
V05095,passenger,9,6.23,6.61,42.96,10.99,2.11,4.27,0.7041,5.69,0
V05096,cargo,12,9.04,6.46,2.75,10.41,13.5,8.56,0.3606,1.04,0
V05097,tanker,4,11.77,4.73,1.37,3.17,9.11,6.1,0.557,7.05,1
V05098,tanker,10,13.94,0.02,7.33,7.72,8.59,9.82,0.3008,0.26,0
V05099,cargo,1,7.81,4.87,6.63,9.31,24.05,15.0,0.4862,0.88,0
V05100,cargo,4,13.18,1.05,4.8,7.23,15.91,5.64,0.5157,1.8,0
V05101,container,3,12.05,0.02,9.28,9.0,4.89,4.03,0.6766,2.51,0
V05102,cargo,2,9.43,12.79,7.13,12.37,14.84,15.0,0.3258,2.41,0
V05103,cargo,10,13.97,10.17,19.47,7.82,9.85,12.79,0.2507,21.4,0
V05104,cargo,4,9.81,4.93,22.42,6.31,15.34,5.45,0.3521,0.26,0
V05105,container,8,8.65,15.87,16.56,6.65,14.17,8.37,0.4084,1.12,0
V05106,cargo,10,10.51,1.88,18.94,8.43,4.74,9.04,0.5886,1.78,0
V05107,tanker,10,10.92,10.78,5.45,9.95,17.54,8.9,0.7294,1.63,0
V05108,passenger,1,13.2,0.94,7.51,9.21,2.67,8.81,0.8168,5.89,0
V05109,container,10,12.07,4.32,10.24,8.41,13.43,9.53,0.6215,2.58,0
V05110,container,1,8.25,18.54,6.94,7.59,8.6,7.66,0.1588,1.69,0
V05111,container,2,8.34,9.32,30.32,8.45,3.62,6.75,0.6293,2.72,0
V05112,tanker,4,9.58,0.19,7.05,9.8,5.08,2.25,0.3383,2.09,0
V05113,passenger,8,15.61,8.84,4.28,6.5,18.52,9.52,0.4154,3.7,0
V05114,passenger,6,9.18,5.88,41.29,6.46,8.88,8.36,0.8044,0.51,0
V05115,container,1,6.85,10.92,19.89,9.43,8.75,14.03,0.456,7.3,0
V05116,tanker,5,11.24,5.76,4.22,8.02,3.88,11.49,0.8707,3.1,0
V05117,tanker,9,12.66,3.19,7.15,5.8,6.87,8.83,0.268,0.95,0
V05118,cargo,10,6.89,11.75,8.06,9.69,13.53,11.6,0.6455,2.02,0
V05119,tanker,6,10.18,2.86,13.28,8.57,6.54,11.63,0.3759,2.17,0
V05120,cargo,10,12.66,6.74,6.56,8.14,6.37,7.96,0.4647,4.18,0
V05121,container,10,11.76,6.4,9.4,9.61,5.91,3.53,0.74,1.3,0
V05122,container,6,16.03,6.43,3.97,9.41,8.44,3.77,0.2452,4.29,0
V05123,container,4,12.15,2.91,8.91,2.67,15.29,7.55,0.4394,0.61,1
V05124,cargo,2,18.29,10.54,11.44,12.48,7.81,4.42,0.7423,8.96,0
V05125,container,12,13.81,3.74,9.88,7.54,8.9,8.12,0.8422,0.15,0
V05126,passenger,1,10.81,4.47,7.6,3.47,10.57,11.76,0.3848,4.89,0
V05127,cargo,6,15.4,8.35,2.21,4.67,8.32,14.88,0.6539,0.84,0
V05128,container,11,13.76,5.47,8.68,9.74,1.74,11.99,0.6326,2.95,0
V05129,cargo,1,9.74,2.03,8.25,8.96,18.0,8.57,0.5161,0.33,0
V05130,cargo,3,9.09,5.92,30.67,10.24,7.79,13.46,0.4505,9.65,0
V05131,passenger,5,10.95,5.62,45.34,8.99,1.85,12.26,0.492,0.62,0
V05132,tanker,1,10.65,5.39,12.95,6.29,4.75,10.26,0.7335,1.51,0
V05133,tanker,11,10.02,14.34,5.17,7.45,12.99,7.24,0.7964,2.59,0
V05134,cargo,3,16.73,5.15,6.88,7.91,33.87,9.62,0.3396,8.21,0
V05135,cargo,3,16.47,6.13,24.4,7.24,3.41,13.86,0.3995,1.1,1
V05136,passenger,7,8.92,10.77,2.57,9.57,9.42,7.58,0.2487,1.08,0
V05137,tanker,3,7.87,8.04,9.66,9.94,1.45,13.32,0.2166,0.1,0
V05138,container,1,14.01,4.34,8.7,8.13,13.1,9.5,0.339,1.58,0
V05139,cargo,5,7.97,6.23,13.55,4.81,1.76,7.51,0.2588,0.89,0
V05140,tanker,1,14.6,1.92,9.73,8.71,4.17,7.95,0.4603,3.03,0
V05141,container,12,12.41,0.08,6.51,10.34,5.6,9.92,0.2214,9.02,0
V05142,cargo,3,5.77,7.72,17.2,7.5,11.97,8.74,0.4772,1.57,1
V05143,cargo,6,8.45,0.03,16.05,5.54,6.6,7.92,0.4661,2.17,0
V05144,passenger,2,9.92,4.61,13.48,8.4,14.46,7.08,0.6977,2.27,0
V05145,passenger,9,6.09,15.03,10.53,8.21,7.93,4.63,0.681,0.44,0
V05146,tanker,10,11.86,0.16,9.19,7.73,5.64,11.04,0.1508,0.14,0
V05147,container,6,10.07,5.66,10.67,8.33,2.1,8.88,0.5003,8.26,0
V05148,container,5,9.76,10.25,5.58,7.7,11.42,6.46,0.9292,0.26,0
V05149,passenger,5,11.22,7.0,5.49,8.01,11.69,12.57,0.7974,3.91,0
V05150,container,12,11.58,2.12,5.11,7.23,19.79,7.31,0.6235,0.14,0
V05151,tanker,5,11.81,13.04,24.48,8.57,8.31,3.44,0.7763,5.06,1
V05152,container,6,13.58,3.0,4.59,5.65,13.29,5.33,0.4612,8.35,0
V05153,cargo,8,11.45,6.03,12.82,8.79,4.06,12.52,0.7957,0.04,0
V05154,container,1,4.51,7.37,5.21,9.25,4.19,11.77,0.672,6.87,0
V05155,cargo,9,15.84,0.71,7.77,3.88,1.84,10.27,0.7433,2.18,0
V05156,cargo,7,10.55,3.7,5.2,5.43,19.7,6.82,0.5468,18.07,0
V05157,tanker,10,15.27,3.26,5.17,7.28,8.89,9.59,0.4442,8.45,0
V05158,tanker,2,12.56,7.31,12.36,10.07,2.97,4.75,0.7028,3.89,0
V05159,passenger,12,11.57,2.63,5.93,4.82,13.36,9.49,0.7004,13.57,0
V05160,container,12,4.69,1.61,3.8,7.63,6.93,11.26,0.6612,12.33,0
V05161,cargo,6,13.75,3.27,5.29,6.72,18.45,11.35,0.6174,3.27,0
V05162,cargo,9,12.84,3.87,11.59,6.36,13.7,6.54,0.7756,4.87,0
V05163,cargo,5,8.86,5.07,12.96,8.85,6.21,7.64,0.6539,2.67,0
V05164,container,10,8.48,0.86,4.92,5.52,5.79,6.03,0.8057,2.7,0
V05165,tanker,5,14.66,4.29,15.97,5.55,11.05,10.54,0.5437,1.71,0
V05166,cargo,1,10.61,0.87,7.58,6.09,4.38,10.15,0.6137,5.3,0
V05167,cargo,2,4.32,10.97,16.76,11.15,9.22,13.44,0.7702,6.03,0
V05168,cargo,4,13.9,3.85,9.23,9.35,7.06,9.8,0.9089,1.75,0
V05169,tanker,1,12.27,18.5,33.23,8.17,18.85,14.41,0.4752,2.06,1
V05170,cargo,12,15.5,13.46,17.65,9.64,15.37,14.16,0.4036,0.16,0
V05171,cargo,12,15.53,0.51,13.85,2.89,6.11,6.13,0.1453,0.05,0
V05172,tanker,12,10.9,5.25,10.56,9.27,5.67,7.53,0.6982,0.63,0
V05173,container,3,9.41,1.64,4.56,7.63,4.22,4.32,0.6044,12.48,0
V05174,passenger,5,12.99,10.68,5.27,5.76,2.73,10.97,0.3782,1.82,0
V05175,cargo,10,6.97,5.31,23.17,6.98,13.93,9.0,0.6926,0.8,0
V05176,cargo,3,14.82,4.33,8.22,6.89,6.48,8.35,0.6514,9.95,0
V05177,tanker,8,8.61,3.5,14.26,4.22,31.81,11.65,0.6037,0.13,0
V05178,cargo,10,11.52,1.91,14.23,7.53,14.79,2.7,0.2968,4.68,0
V05179,container,1,9.38,1.3,2.9,8.73,4.22,11.28,0.1793,0.5,0
V05180,cargo,3,12.24,1.28,10.16,3.69,9.64,7.33,0.1472,13.81,0
V05181,container,3,9.92,0.88,25.91,6.91,7.83,5.56,0.7178,4.99,0
V05182,tanker,4,18.49,1.39,5.55,6.01,9.82,7.81,0.5013,0.37,0
V05183,container,3,7.48,7.53,12.07,8.99,7.07,8.17,0.0927,0.31,0
V05184,cargo,9,10.78,4.08,24.18,7.18,6.98,13.25,0.5391,3.27,0
V05185,passenger,7,10.98,3.96,10.11,12.59,5.49,7.33,0.1383,4.42,0
V05186,container,1,10.28,8.62,20.91,5.68,6.48,2.88,0.504,2.8,0
V05187,passenger,7,7.54,5.69,21.85,7.55,18.7,3.35,0.2064,8.78,1
V05188,passenger,8,15.33,2.71,36.38,7.34,3.67,8.56,0.5334,17.85,1
V05189,container,4,14.25,5.14,17.46,8.01,9.07,6.44,0.6615,1.28,1
V05190,cargo,11,15.45,4.61,8.46,6.57,13.07,10.99,0.4996,1.57,0
V05191,cargo,8,9.55,0.42,11.91,7.41,5.72,10.39,0.1616,3.21,0
V05192,cargo,1,14.09,3.18,5.41,4.93,8.67,6.65,0.2324,2.96,0
V05193,cargo,1,8.95,4.63,8.09,6.86,16.64,11.16,0.9464,0.64,0
V05194,container,10,14.91,3.23,1.25,4.56,9.27,12.57,0.4491,7.66,0
V05195,container,6,9.18,3.67,20.62,5.84,20.64,7.98,0.4342,4.47,0
V05196,tanker,6,10.74,1.58,6.63,8.34,14.37,9.17,0.5355,8.53,0
V05197,container,4,11.78,5.36,13.43,9.95,2.89,10.9,0.2579,1.54,0
V05198,tanker,8,7.07,6.25,5.21,7.12,5.36,6.54,0.337,1.81,0
V05199,tanker,5,17.93,0.42,5.33,6.19,1.98,4.75,0.4933,2.95,0
V05200,container,12,12.76,0.14,8.22,8.0,4.92,6.24,0.5933,4.01,0
V05201,passenger,6,11.55,6.83,9.87,6.23,1.86,10.01,0.7184,1.96,0
V05202,cargo,10,12.83,10.64,10.34,7.32,5.6,5.31,0.7456,1.04,0
V05203,cargo,9,14.1,1.1,5.52,7.96,3.65,11.31,0.6583,0.6,0
V05204,cargo,2,12.19,5.1,10.94,6.02,3.01,7.46,0.7656,8.73,0
V05205,cargo,4,14.54,3.44,17.26,3.02,16.28,7.3,0.3126,3.73,0
V05206,tanker,7,11.25,6.8,13.22,6.76,2.64,8.6,0.6418,4.29,0
V05207,container,1,15.34,5.47,13.68,8.25,6.15,10.75,0.6945,1.17,1
V05208,container,7,10.94,3.97,27.7,10.93,10.14,6.64,0.439,4.5,0
V05209,passenger,10,15.7,3.06,3.56,6.93,2.63,15.0,0.6291,6.82,0
V05210,cargo,10,9.73,3.92,49.23,7.3,7.33,3.29,0.7437,0.95,0
V05211,passenger,12,14.16,0.39,13.95,6.59,5.42,5.42,0.2327,6.24,0
V05212,cargo,6,13.16,12.4,3.16,6.01,7.75,12.17,0.7465,7.61,0
V05213,cargo,10,10.01,1.05,22.78,9.08,11.9,8.81,0.227,3.79,0
V05214,container,12,10.8,3.46,18.22,5.56,7.83,3.94,0.4537,6.02,0
V05215,container,5,13.1,5.43,2.48,4.01,5.91,7.62,0.6787,0.74,0
V05216,cargo,6,11.78,0.11,11.0,9.96,11.32,9.7,0.7692,2.98,0
V05217,tanker,6,7.88,3.6,23.52,7.03,27.02,9.63,0.3486,0.15,1
V05218,cargo,3,12.22,11.39,9.1,4.02,8.03,5.63,0.4833,4.49,0
V05219,cargo,6,19.44,5.54,8.69,8.65,16.26,10.97,0.4799,2.11,0
V05220,container,12,10.85,2.79,10.24,4.46,10.3,9.94,0.5645,5.45,0
V05221,cargo,9,11.24,1.72,13.03,7.59,10.94,12.0,0.5753,4.95,0
V05222,passenger,12,11.21,3.32,14.53,8.91,2.17,8.44,0.6826,0.26,0
V05223,container,10,11.45,2.51,8.42,9.92,4.86,4.74,0.7015,2.39,0
V05224,cargo,10,12.73,7.24,7.6,4.22,6.29,12.09,0.8624,0.96,0
V05225,container,8,12.33,14.41,10.24,6.9,8.0,13.13,0.4375,0.73,0
V05226,tanker,10,9.35,7.15,12.39,9.41,10.37,9.84,0.115,14.24,0
V05227,tanker,10,10.83,4.01,6.32,6.29,10.56,4.64,0.7778,1.51,1
V05228,cargo,9,13.13,4.5,4.91,7.73,8.15,8.98,0.5626,2.98,0
V05229,cargo,6,7.31,3.06,5.01,6.49,1.96,8.12,0.0299,4.05,0
V05230,tanker,7,12.68,0.02,3.23,8.38,13.03,8.75,0.4675,0.61,0
V05231,tanker,6,13.04,5.2,15.43,7.14,14.24,10.2,0.74,0.1,0
V05232,cargo,8,11.56,6.94,2.42,6.88,7.76,0.3,0.7515,7.07,0
V05233,container,1,15.38,1.68,8.68,9.94,12.33,7.34,0.3629,14.3,0
V05234,tanker,3,7.74,4.21,30.42,7.34,9.4,10.94,0.6118,1.33,0
V05235,passenger,4,10.55,5.81,13.02,6.48,9.71,8.08,0.5624,4.6,0
V05236,container,11,10.01,9.64,25.82,6.84,9.91,5.72,0.3546,1.31,0
